testcenter_id	typ_l	mean	p90	suspicious_des
1	Private test center	144.174157303371	347.757593984963	0
2	Private test center	44.7301587301587	347.757593984963	0
3	Private test center	53.725	347.757593984963	0
4	Private test center	97.0609756097561	347.757593984963	0
5	Private test center	278.230769230769	347.757593984963	0
6	Doctor's or dentist's office	3.5531914893617	23.0205882352941	0
7	Doctor's or dentist's office	1.96923076923077	23.0205882352941	0
8	Private test center	101.709090909091	347.757593984963	0
9	Private test center	75.0454545454545	347.757593984963	0
10	Private test center	20.8269230769231	347.757593984963	0
11	Doctor's or dentist's office	4.86666666666667	23.0205882352941	0
12	Private test center	125.269230769231	347.757593984963	0
13	Doctor's or dentist's office	4.79411764705882	23.0205882352941	0
14	Private test center	115.368686868687	347.757593984963	0
15	Private test center	221.932135728543	347.757593984963	0
16	Doctor's or dentist's office	3.5	23.0205882352941	0
17	Private test center	198.757978723404	347.757593984963	0
18	Doctor's or dentist's office	11.2962962962963	23.0205882352941	0
19	Doctor's or dentist's office	2.03703703703704	23.0205882352941	0
20	Private test center	5520	347.757593984963	1
21	Doctor's or dentist's office	3.08333333333333	23.0205882352941	0
22	Doctor's or dentist's office	4.47142857142857	23.0205882352941	0
23	Doctor's or dentist's office	1.2	23.0205882352941	0
24	Private test center	73.4945054945055	347.757593984963	0
25	Private test center	222.203488372093	347.757593984963	0
26	Doctor's or dentist's office	18.9864864864865	23.0205882352941	0
27	Private test center	54.4383954154728	347.757593984963	0
28	Doctor's or dentist's office	5.9	23.0205882352941	0
29	Doctor's or dentist's office	125.615384615385	23.0205882352941	1
30	Doctor's or dentist's office	1	23.0205882352941	0
